"variable","dummyVariable","typeEnd","databaseStart","variableStart","ICES confirmation","typeStart","recEnd","numValidCat","catLabel","catLabelLong","units","recStart","catStartLabel","variableStartShortLabel","variableStartLabel","notes","...18","...19","uid","uid_detail","date_start","date_end"
"SDCDCGT_A","SDCDCGT_A_cat13_8","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i ","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, [SDCDCGT] ","ICES specific","cat","8",14,"South Asian","South Asian","","8","South Asian","Ethnicity","Cultural or racial origin","",,"","v_051","d_00333","",""
"SDCDCGT_A","SDCDCGT_A_cat13_9","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i ","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, [SDCDCGT] ","ICES specific","cat","9",14,"South East Asian","South East Asian","","9","South East Asian","Ethnicity","Cultural or racial origin","",,"","v_051","d_00334","",""
"SDCDCGT_A","SDCDCGT_A_cat13_10","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i ","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, [SDCDCGT] ","ICES specific","cat","10",14,"Arab","Arab","","10","Arab","Ethnicity","Cultural or racial origin","",,"","v_051","d_00335","",""
"SDCDCGT_A","SDCDCGT_A_cat13_11","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i ","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, [SDCDCGT] ","ICES specific","cat","11",14,"West Asian","West Asian","","11","West Asian","Ethnicity","Cultural or racial origin","",,"","v_051","d_00336","",""
"SDCDCGT_A","SDCDCGT_A_cat13_12","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i ","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, [SDCDCGT] ","ICES specific","cat","12",14,"Latin American","Latin American","","12","Latin American","Ethnicity","Cultural or racial origin","",,"","v_051","d_00337","",""
"SDCDCGT_A","SDCDCGT_A_cat13_13","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i ","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, [SDCDCGT] ","ICES specific","cat","13",14,"Other","Other","","13","Other","Ethnicity","Cultural or racial origin","",,"","v_051","d_00338","",""
"SDCDCGT_A","SDCDCGT_A_cat13_13","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i ","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, [SDCDCGT] ","ICES specific","cat","14",14,"Multiple origins","Multiple origins","","14","Multiple origins","Ethnicity","Cultural or racial origin","",,"","v_051","d_00339","",""
"SDCDCGT_A","SDCDCGT_A_cat13_NA::a","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i ","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, [SDCDCGT] ","ICES specific","cat","NA::a",14,"not applicable","not applicable","","96","not applicable","Ethnicity","Cultural or racial origin","",,"","v_051","d_00340","",""
"SDCDCGT_A","SDCDCGT_A_cat13_NA::b","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i ","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, [SDCDCGT] ","ICES specific","cat","NA::b",14,"missing","missing","","[97, 99]","don't know (97); refusal (98); not stated (99)","Ethnicity","Cultural or racial origin","",,"","v_051","d_00341","",""
"SDCDCGT_A","SDCDCGT_A_cat13_NA::b","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i ","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, [SDCDCGT] ","ICES specific","cat","NA::b",14,"missing","missing","","else","else","Ethnicity","Cultural or racial origin","",,"","v_051","d_00342","",""
"SDCDCGT_A","SDCDCGT_A_cat13_1","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","1",13,"White only","White only","","1","White only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00343","",""
"SDCDCGT_A","SDCDCGT_A_cat13_2","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","2",13,"South Asian only","South Asian only","","8","South Asian only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00344","",""
"SDCDCGT_A","SDCDCGT_A_cat13_3","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","3",13,"Chinese only","Chinese only","","6","Chinese only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00345","",""
"SDCDCGT_A","SDCDCGT_A_cat13_4","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","4",13,"Black only","Black only","","2","Black only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00346","",""
"SDCDCGT_A","SDCDCGT_A_cat13_5","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","5",13,"Filipino only","Filipino only","","4","Filipino only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00347","",""
"SDCDCGT_A","SDCDCGT_A_cat13_6","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","6",13,"Latin American only","Latin American only","","12","Latin American only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00348","",""
"SDCDCGT_A","SDCDCGT_A_cat13_7","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","7",13,"Arab only","Arab only","","10","Arab only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00349","",""
"SDCDCGT_A","SDCDCGT_A_cat13_8","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","8",13,"Southeastern Asian only","Southeastern Asian only","","9","Southeastern Asian only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00350","",""
"SDCDCGT_A","SDCDCGT_A_cat13_9","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","9",13,"West Asian only","West Asian only","","11","West Asian only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00351","",""
"SDCDCGT_A","SDCDCGT_A_cat13_10","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","10",13,"Korean only","Korean only","","3","Korean only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00352","",""
"SDCDCGT_A","SDCDCGT_A_cat13_11","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","11",13,"Japenese only","Japenese only","","5","Japenese only","Ethnicity","Cultural or racial origin","",,"","v_051","d_00353","",""
"SDCDCGT_A","SDCDCGT_A_cat13_12","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","12",13,"Other racial or cultural origin (only)","Other racial or cultural origin (only)","","13","Other racial or cultural origin (only)","Ethnicity","Cultural or racial origin","",,"","v_051","d_00354","",""
"SDCDCGT_A","SDCDCGT_A_cat13_13","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","13",13,"Multiple racial or cultural origins","Multiple racial or cultural origins","","14","Multiple racial or cultural origins","Ethnicity","Cultural or racial origin","",,"","v_051","d_00355","",""
"SDCDCGT_A","SDCDCGT_A_cat13_NA::a","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","NA::a",13,"not applicable","not applicable","","96","not applicable","Ethnicity","Cultural or racial origin","",,"","v_051","d_00356","",""
"SDCDCGT_A","SDCDCGT_A_cat13_NA::b","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","NA::b",13,"missing","missing","","[97, 99]","don't know (97); refusal (98); not stated (99)","Ethnicity","Cultural or racial origin","",,"","v_051","d_00357","",""
"SDCDCGT_A","SDCDCGT_A_cat13_NA::b","cat","cchs2015_2016_i, cchs2017_2018_i","[SDCDVCGT]","ICES specific","cat","NA::b",13,"missing","missing","","else","else","Ethnicity","Cultural or racial origin","",,"","v_051","d_00358","",""
"SDCDCGT_B","SDCDCGT_B_cat7_1","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","1",7,"White","White","","1","White","Ethnicity","Cultural or racial origin","",,"","v_052","d_00359","",""
"SDCDCGT_B","SDCDCGT_B_cat7_2","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","2",7,"Black","Black","","2","Black","Ethnicity","Cultural or racial origin","",,"","v_052","d_00360","",""
"SDCDCGT_B","SDCDCGT_B_cat7_3","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","3",7,"Chinese","Chinese","","6","Chinese","Ethnicity","Cultural or racial origin","",,"","v_052","d_00361","",""
"SDCDCGT_B","SDCDCGT_B_cat7_4","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","4",7,"Aboriginal","Aboriginal","","7","Aboriginal","Ethnicity","Cultural or racial origin","",,"","v_052","d_00362","",""
"SDCDCGT_B","SDCDCGT_B_cat7_5","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","5",7,"Japanese/Korean/South East Asian/Filipino","Japanese/Korean/South East Asian/Filipino","","[3]","Japanese/Korean/South East Asian/Filipino","Ethnicity","Cultural or racial origin","",,"","v_052","d_00363","",""
"SDCDCGT_B","SDCDCGT_B_cat7_5","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","5",7,"Japanese/Korean/South East Asian/Filipino","Japanese/Korean/South East Asian/Filipino","","[5]","Japanese/Korean/South East Asian/Filipino","Ethnicity","Cultural or racial origin","",,"","v_052","d_00364","",""
"SDCDCGT_B","SDCDCGT_B_cat7_5","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","5",7,"Japanese/Korean/South East Asian/Filipino","Japanese/Korean/South East Asian/Filipino","","[9]","Japanese/Korean/South East Asian/Filipino","Ethnicity","Cultural or racial origin","",,"","v_052","d_00365","",""
"SDCDCGT_B","SDCDCGT_B_cat7_6","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","6",7,"other/multiple origin/unknown/Latin American","other/multiple origin/unknown/Latin American","","[12]","other/multiple origin/unknown/Latin American","Ethnicity","Cultural or racial origin","",,"","v_052","d_00366","",""
"SDCDCGT_B","SDCDCGT_B_cat7_6","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","6",7,"other/multiple origin/unknown/Latin American","other/multiple origin/unknown/Latin American","","[14]","other/multiple origin/unknown/Latin American","Ethnicity","Cultural or racial origin","",,"","v_052","d_00367","",""
"SDCDCGT_B","SDCDCGT_B_cat7_7","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","7",7,"South Asian/Arab/West Asian","South Asian/Arab/West Asian","","[8]","South Asian/Arab/West Asian","Ethnicity","Cultural or racial origin","",,"","v_052","d_00368","",""
"SDCDCGT_B","SDCDCGT_B_cat7_7","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","7",7,"South Asian/Arab/West Asian","South Asian/Arab/West Asian","","[10,11]","South Asian/Arab/West Asian","Ethnicity","Cultural or racial origin","",,"","v_052","d_00369","",""
"SDCDCGT_B","SDCDCGT_B_cat7_NA::a","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","NA::a",7,"not applicable","not applicable","","96","not applicable","Ethnicity","Cultural or racial origin","",,"","v_052","d_00370","",""
"SDCDCGT_B","SDCDCGT_B_cat7_NA::b","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","NA::b",7,"missing","missing","","[97,99]","missing","Ethnicity","Cultural or racial origin","",,"","v_052","d_00371","",""
"SDCDCGT_B","SDCDCGT_B_cat7_NA::b","cat","cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SDCCDRAC, cchs2005_i::SDCEDCGT, cchs2015_2016_i::SDCDVCGT, cchs2017_2018_i::SDCDVCGT, [SDCDCGT] ","ICES specific","cat","NA::b",7,"missing","missing","","else","else","Ethnicity","Cultural or racial origin","",,"","v_052","d_00372","",""
"SLP_02","SLP_02_cat5_1","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_010, cchs2017_2018_p::SLP_010, cchs2015_2016_i::SLP_010, [SLP_02]","ICES altered","cat","1",5,"None of the time","None of the time","","1","None of the time","Trouble sleeping","Freq. - trouble sleeping","",,"","v_053","d_00373","",""
"SLP_02","SLP_02_cat5_2","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_010, cchs2017_2018_p::SLP_010, cchs2015_2016_i::SLP_010, [SLP_02]","ICES altered","cat","2",5,"Little of the time","Little of the time","","2","Little of the time","Trouble sleeping","Freq. - trouble sleeping","",,"","v_053","d_00374","",""
"SLP_02","SLP_02_cat5_3","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_010, cchs2017_2018_p::SLP_010, cchs2015_2016_i::SLP_010, [SLP_02]","ICES altered","cat","3",5,"Some of the time","Some of the time","","3","Some of the time","Trouble sleeping","Freq. - trouble sleeping","",,"","v_053","d_00375","",""
"SLP_02","SLP_02_cat5_4","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_010, cchs2017_2018_p::SLP_010, cchs2015_2016_i::SLP_010, [SLP_02]","ICES altered","cat","4",5,"Most of the time","Most of the time","","4","Most of the time","Trouble sleeping","Freq. - trouble sleeping","",,"","v_053","d_00376","",""
"SLP_02","SLP_02_cat5_5","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_010, cchs2017_2018_p::SLP_010, cchs2015_2016_i::SLP_010, [SLP_02]","ICES altered","cat","5",5,"All the time","All the time","","5","All the time","Trouble sleeping","Freq. - trouble sleeping","",,"","v_053","d_00377","",""
"SLP_02","SLP_02_cat5_NA::a","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_010, cchs2017_2018_p::SLP_010, cchs2015_2016_i::SLP_010, [SLP_02]","ICES altered","cat","NA::a",5,"not applicable","not applicable","","6","not applicable","Trouble sleeping","Freq. - trouble sleeping","",,"","v_053","d_00378","",""
"SLP_02","SLP_02_cat5_NA::b","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_010, cchs2017_2018_p::SLP_010, cchs2015_2016_i::SLP_010, [SLP_02]","ICES altered","cat","NA::b",5,"missing","missing","","[7,9]","don't know (7); refusal (8); not stated (9)","Trouble sleeping","Freq. - trouble sleeping","",,"","v_053","d_00379","",""
"SLP_02","SLP_02_cat5_NA::b","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_010, cchs2017_2018_p::SLP_010, cchs2015_2016_i::SLP_010, [SLP_02]","ICES altered","cat","NA::b",5,"missing","missing","","else","else","Trouble sleeping","Freq. - trouble sleeping","",,"","v_053","d_00380","",""
"SLP_02_A","SLP_02_A_cat3_1","cat","cchs2001_p, cchs2001_i","[GENA_04]","ICES altered","cat","1",3,"Most of the time","Most of the time","","1","Most of the time","Trouble sleeping","Freq. - trouble sleeping","CCHS 2001 has different categories from other cycles",,"","v_054","d_00381","",""
"SLP_02_A","SLP_02_A_cat3_2","cat","cchs2001_p, cchs2001_i","[GENA_04]","ICES altered","cat","2",3,"Sometimes","Sometimes","","2","Sometimes","Trouble sleeping","Freq. - trouble sleeping","",,"","v_054","d_00382","",""
"SLP_02_A","SLP_02_A_cat3_3","cat","cchs2001_p, cchs2001_i","[GENA_04]","ICES altered","cat","3",3,"Never","Never","","3","Never","Trouble sleeping","Freq. - trouble sleeping","",,"","v_054","d_00383","",""
"SLP_02_A","SLP_02_A_cat3_NA::a","cat","cchs2001_p, cchs2001_i","[GENA_04]","ICES altered","cat","NA::a",3,"not applicable","not applicable","","6","not applicable","Trouble sleeping","Freq. - trouble sleeping","",,"","v_054","d_00384","",""
"SLP_02_A","SLP_02_A_cat3_NA::b","cat","cchs2001_p, cchs2001_i","[GENA_04]","ICES altered","cat","NA::b",3,"missing","missing","","[7,9]","don't know (7); refusal (8); not stated (9)","Trouble sleeping","Freq. - trouble sleeping","",,"","v_054","d_00385","",""
"SLP_02_A","SLP_02_A_cat3_NA::b","cat","cchs2001_p, cchs2001_i","[GENA_04]","ICES altered","cat","NA::b",3,"missing","missing","","else","else","Trouble sleeping","Freq. - trouble sleeping","",,"","v_054","d_00386","",""
"SLP_03","SLP_03_cat5_1","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_015, cchs2017_2018_p::SLP_015, cchs2015_2016_i::SLP_015, [SLP_03]","ICES altered","cat","1",5,"None of the time","None of the time","","1","None of the time","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_055","d_00387","",""
"SLP_03","SLP_03_cat5_2","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_015, cchs2017_2018_p::SLP_015, cchs2015_2016_i::SLP_015, [SLP_03]","ICES altered","cat","2",5,"Little of the time","Little of the time","","2","Little of the time","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_055","d_00388","",""
"SLP_03","SLP_03_cat5_3","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_015, cchs2017_2018_p::SLP_015, cchs2015_2016_i::SLP_015, [SLP_03]","ICES altered","cat","3",5,"Some of the time","Some of the time","","3","Some of the time","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_055","d_00389","",""
"SLP_03","SLP_03_cat5_4","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_015, cchs2017_2018_p::SLP_015, cchs2015_2016_i::SLP_015, [SLP_03]","ICES altered","cat","4",5,"Most of the time","Most of the time","","4","Most of the time","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_055","d_00390","",""
"SLP_03","SLP_03_cat5_5","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_015, cchs2017_2018_p::SLP_015, cchs2015_2016_i::SLP_015, [SLP_03]","ICES altered","cat","5",5,"All the time","All the time","","5","All the time","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_055","d_00391","",""
"SLP_03","SLP_03_cat3_NA::a","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_015, cchs2017_2018_p::SLP_015, cchs2015_2016_i::SLP_015, [SLP_03]","ICES altered","cat","NA::a",3,"not applicable","not applicable","","6","not applicable","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_055","d_00392","",""
"SLP_03","SLP_03_cat3_NA::b","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_015, cchs2017_2018_p::SLP_015, cchs2015_2016_i::SLP_015, [SLP_03]","ICES altered","cat","NA::b",3,"missing","missing","","[7,9]","don't know (7); refusal (8); not stated (9)","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_055","d_00393","",""
"SLP_03","SLP_03_cat3_NA::b","cat","cchs2007_2008_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i","cchs2015_2016_p::SLP_015, cchs2017_2018_p::SLP_015, cchs2015_2016_i::SLP_015, [SLP_03]","ICES altered","cat","NA::b",3,"missing","missing","","else","else","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_055","d_00394","",""
"SLP_03_A","SLP_03_A_cat3_1","cat","cchs2001_p, cchs2001_i","[GENA_05]","ICES altered","cat","1",3,"Most of the time","Most of the time","","1","Most of the time","Sleep refreshing","Freq. - find sleep refreshing","CCHS 2001 has different categories from other cycles",,"","v_056","d_00395","",""
"SLP_03_A","SLP_03_A_cat3_2","cat","cchs2001_p, cchs2001_i","[GENA_05]","ICES altered","cat","2",3,"Sometimes","Sometimes","","2","Sometimes","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_056","d_00396","",""
"SLP_03_A","SLP_03_A_cat3_3","cat","cchs2001_p, cchs2001_i","[GENA_05]","ICES altered","cat","3",3,"Never","Never","","3","Never","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_056","d_00397","",""
"SLP_03_A","SLP_03_A_cat3_NA::a","cat","cchs2001_p, cchs2001_i","[GENA_05]","ICES altered","cat","NA::a",3,"not applicable","not applicable","","6","not applicable","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_056","d_00398","",""
"SLP_03_A","SLP_03_A_cat3_NA::b","cat","cchs2001_p, cchs2001_i","[GENA_05]","ICES altered","cat","NA::b",3,"missing","missing","","[7,9]","don't know (7); refusal (8); not stated (9)","Sleep refreshing","Freq. - find sleep refreshing","",,"","v_056","d_00399","",""
